last_updated,avg_temp,avg_humidity,total_precip,avg_wind
2024-05-16,23.767195767195766,61.67989417989418,42.78,14.686507936507937
2024-05-17,24.451648351648352,59.76373626373626,26.77,13.989560439560439
2024-05-18,25.35560975609756,58.58536585365854,26.21,13.353658536585366
2024-05-19,25.270103092783504,60.36082474226804,31.61,13.74020618556701
2024-05-20,25.43076923076923,59.61025641025641,33.25,14.512820512820513
2024-05-21,25.38307692307692,60.77948717948718,29.08,15.496410256410257
2024-05-22,25.123076923076923,60.88205128205128,34.34,15.394358974358974
2024-05-23,25.066153846153846,61.287179487179486,33.5,14.11128205128205
2024-05-24,25.08871794871795,59.635897435897434,35.26,14.19025641025641
2024-05-25,25.249743589743588,59.84102564102564,42.49,13.922564102564102
2024-05-26,25.254358974358976,59.46666666666667,21.73,13.238974358974358
2024-05-27,25.66051282051282,58.0,39.01,14.625641025641025
2024-05-28,25.50051282051282,58.97435897435897,32.33,14.548717948717949
2024-05-29,25.575384615384614,58.55897435897436,22.72,13.87846153846154
2024-05-30,25.67282051282051,58.78974358974359,28.05,14.352820512820514
2024-05-31,25.849484536082475,58.9639175257732,49.88,14.503092783505155
2024-06-01,26.16102564102564,58.10769230769231,30.31,14.773333333333333
2024-06-02,25.89128205128205,59.47179487179487,26.84,14.271282051282052
2024-06-03,26.124102564102564,58.42051282051282,37.059999999999995,14.372307692307691
2024-06-04,26.25897435897436,57.88205128205128,24.72,13.907179487179487
2024-06-05,26.373333333333335,56.88717948717949,13.28,13.567692307692306
2024-06-06,26.538341968911915,56.50777202072539,12.21,13.454404145077719
2024-06-07,26.886666666666663,56.07179487179487,22.33,13.261025641025642
2024-06-08,26.554358974358976,58.87179487179487,34.95,13.94153846153846
2024-06-09,26.316410256410254,59.4,24.8,15.30051282051282
2024-06-10,25.674358974358974,61.774358974358975,27.97,14.855384615384617
2024-06-11,25.97025641025641,59.08717948717949,21.28,14.59025641025641
2024-06-12,26.093333333333334,58.635897435897434,22.58,13.301538461538463
2024-06-13,26.502564102564104,57.54871794871795,28.98,14.164102564102564
2024-06-14,25.623076923076923,58.276923076923076,30.83,13.415897435897435
2024-06-15,25.456410256410255,59.14358974358974,33.77,13.606153846153845
2024-06-16,25.875126903553298,58.974619289340104,57.78,13.282233502538071
2024-06-17,26.541578947368418,57.97894736842105,37.63,13.399473684210527
2024-06-18,26.87142857142857,58.26984126984127,50.39,13.206349206349206
2024-06-19,27.04973821989529,57.29319371727749,22.819999999999997,13.834031413612566
2024-06-20,26.70102564102564,58.53846153846154,30.16,14.644615384615383
2024-06-21,27.042021276595744,60.079787234042556,50.8,16.042021276595744
2024-06-22,26.922797927461144,59.50777202072539,21.259999999999998,15.16217616580311
2024-06-23,26.70923076923077,59.88717948717949,35.089999999999996,15.474871794871794
2024-06-24,26.613020833333334,59.838541666666664,26.98,13.722916666666668
2024-06-25,25.99060773480663,58.20441988950276,36.81,13.957458563535912
2024-06-26,27.04041450777202,59.67357512953368,21.23,14.427979274611399
2024-06-27,27.19179487179487,59.42051282051282,40.03,14.601538461538462
2024-06-28,26.993333333333332,59.63076923076923,27.39,14.868717948717949
2024-06-29,26.835858585858585,60.36868686868687,30.7,14.27979797979798
2024-06-30,26.914583333333336,59.822916666666664,29.84,14.458854166666667
2024-07-01,26.473333333333333,60.59487179487179,33.78,14.927179487179489
2024-07-02,26.28205128205128,60.256410256410255,35.99,14.37846153846154
2024-07-03,25.836923076923075,61.51282051282051,35.12,13.955384615384617
2024-07-04,25.997435897435896,61.08205128205128,29.39,14.776410256410257
2024-07-05,26.223232323232324,61.38383838383838,26.02,13.780303030303031
2024-07-06,26.813541666666666,58.8125,16.87,14.722916666666668
2024-07-07,26.304102564102564,61.215384615384615,40.65,14.053846153846154
2024-07-08,26.602564102564102,60.52307692307692,37.980000000000004,13.00102564102564
2024-07-09,27.33989898989899,58.656565656565654,20.22,12.692929292929293
2024-07-10,27.462500000000002,59.135416666666664,22.48,13.590625000000001
2024-07-11,27.44822335025381,60.06091370558376,26.18,13.55532994923858
2024-07-12,27.096858638743456,60.68062827225131,44.55,14.29109947643979
2024-07-13,26.632653061224488,60.755102040816325,26.64,14.645578231292518
2024-07-14,27.037628865979382,58.48453608247423,40.54,14.25
2024-07-15,26.993333333333332,59.42564102564103,28.72,12.698461538461537
2024-07-16,26.890404040404043,61.59090909090909,41.37,13.772727272727273
2024-07-17,27.336410256410257,59.87179487179487,25.55,13.524102564102563
2024-07-18,27.47948717948718,59.51282051282051,29.83,13.32102564102564
2024-07-19,27.661538461538463,60.194871794871794,36.13,14.221538461538461
2024-07-20,27.24051282051282,61.10769230769231,37.49,13.930769230769231
2024-07-21,20.599999999999998,76.0,2.31,12.6
2024-07-23,27.229268292682928,58.48780487804878,41.14,14.295731707317072
2024-07-24,26.61692307692308,58.16923076923077,35.05,14.552820512820514
2024-07-25,26.492820512820515,57.96410256410256,33.23,14.29897435897436
2024-07-26,26.397435897435898,58.87179487179487,24.09,13.871282051282051
2024-07-27,26.90153846153846,57.225641025641025,24.72,12.81128205128205
2024-07-28,26.76358974358974,56.805128205128206,23.26,14.693846153846154
2024-07-29,26.433505154639178,56.58762886597938,31.1,15.334020618556702
2024-07-30,26.62974358974359,56.66153846153846,33.22,14.030256410256412
2024-07-31,26.82153846153846,56.758974358974356,27.97,13.735897435897435
2024-08-01,27.01846153846154,57.0,34.05,14.20923076923077
2024-08-02,26.970769230769232,56.93333333333333,39.17,14.302564102564103
2024-08-03,26.50923076923077,58.46153846153846,29.66,14.721538461538461
2024-08-04,26.350769230769227,58.62051282051282,34.44,14.632307692307693
2024-08-05,26.3625641025641,58.4974358974359,31.38,13.886666666666667
2024-08-06,26.567179487179487,57.68205128205128,20.47,13.645641025641027
2024-08-07,26.723076923076924,57.00512820512821,21.42,13.354871794871794
2024-08-08,26.550256410256413,57.99487179487179,27.32,13.527179487179488
2024-08-09,26.737948717948715,58.34871794871795,39.75,14.374871794871794
2024-08-10,26.785128205128206,56.58974358974359,56.4,14.685641025641024
2024-08-11,27.089230769230767,56.03589743589744,26.169999999999998,13.932820512820513
2024-08-12,27.118461538461542,56.57435897435897,26.43,13.803076923076922
2024-08-13,27.163076923076925,56.54358974358974,38.33,14.596923076923078
2024-08-14,27.57846153846154,58.94358974358974,25.36,14.227692307692308
2024-08-15,27.544615384615383,60.3948717948718,34.28,13.90051282051282
2024-08-16,27.446153846153845,60.44615384615385,20.59,14.163076923076924
2024-08-17,27.246153846153845,61.68205128205128,38.54,13.72923076923077
2024-08-18,26.7774358974359,62.282051282051285,49.58,13.644615384615383
2024-08-19,26.64205128205128,62.302564102564105,34.38,13.817435897435898
2024-08-20,26.44871794871795,62.63076923076923,25.29,13.084615384615384
2024-08-21,26.576410256410256,61.16410256410256,39.15,14.121025641025641
2024-08-22,26.235897435897435,62.69230769230769,23.07,13.786666666666667
2024-08-23,26.468205128205128,62.266666666666666,30.74,13.98051282051282
2024-08-24,26.648717948717948,61.84615384615385,24.47,13.937948717948718
2024-08-25,26.56153846153846,61.68205128205128,33.14,14.393333333333333
2024-08-26,26.832307692307694,59.794871794871796,58.809999999999995,13.081538461538463
2024-08-27,26.993333333333332,60.697435897435895,19.27,13.39948717948718
2024-08-28,26.970769230769232,60.49230769230769,29.96,13.26974358974359
2024-08-29,26.68717948717949,60.8,19.52,12.928205128205128
2024-08-30,26.648717948717948,61.4974358974359,27.07,14.126666666666665
2024-08-31,26.227179487179487,62.51794871794872,49.83,14.11948717948718
2024-09-01,26.42051282051282,61.23076923076923,33.49,13.150769230769232
2024-09-02,26.504102564102563,61.0,33.31,13.552820512820514
2024-09-03,26.765463917525775,60.73711340206186,21.81,13.511340206185565
2024-09-04,26.515897435897436,61.11282051282051,29.330000000000002,12.88974358974359
2024-09-05,26.396410256410256,60.287179487179486,23.4,13.691794871794873
2024-09-06,26.27179487179487,60.97948717948718,24.23,13.434358974358974
2024-09-07,26.685641025641026,59.733333333333334,52.64,13.271282051282052
2024-09-08,26.764102564102565,58.99487179487179,31.73,13.944615384615384
2024-09-09,25.615384615384617,63.15384615384615,53.31,14.028717948717949
2024-09-10,25.594871794871796,62.17948717948718,30.650000000000002,15.224615384615385
2024-09-11,25.543589743589745,61.82051282051282,30.95,14.243076923076924
2024-09-12,25.514871794871794,61.87692307692308,52.85,13.882564102564102
2024-09-13,25.06102564102564,64.3025641025641,51.65,14.422051282051283
2024-09-14,24.98769230769231,61.85641025641026,28.25,15.011794871794873
2024-09-15,24.75897435897436,61.84102564102564,33.8,14.041538461538462
2024-09-16,24.721999999999998,63.125,33.11,13.728
2024-09-17,24.630769230769232,64.39487179487179,25.04,12.908717948717948
2024-09-18,24.596954314720815,65.52791878172589,21.35,11.99238578680203
2024-09-19,24.957948717948717,64.02051282051282,22.77,12.151794871794872
2024-09-20,24.477720207253885,64.94300518134715,37.36,12.22279792746114
2024-09-21,24.703076923076924,63.733333333333334,22.51,12.213333333333333
2024-09-22,24.520812182741118,64.60406091370558,26.94,11.723350253807107
2024-09-23,24.276410256410255,66.0,28.68,11.592820512820513
2024-09-24,24.29025641025641,64.88205128205128,30.06,11.906666666666668
2024-09-25,24.28410256410256,66.66666666666667,53.83,12.606666666666667
2024-09-26,24.51025641025641,67.01538461538462,33.53,14.363076923076925
2024-09-27,24.364615384615387,66.56923076923077,39.05,13.84769230769231
2024-09-28,23.916410256410256,65.66666666666667,22.85,12.97846153846154
2024-09-29,23.3774358974359,65.02051282051282,26.310000000000002,12.59948717948718
2024-09-30,22.726666666666667,66.24102564102564,23.87,11.949743589743589
2024-10-01,22.98051282051282,65.08205128205128,22.69,12.930769230769231
2024-10-02,22.864615384615387,67.43589743589743,25.68,11.812307692307693
2024-10-03,22.663076923076925,67.62564102564103,27.24,12.183076923076921
2024-10-04,22.30205128205128,66.91794871794872,33.65,11.823076923076924
2024-10-05,22.5774358974359,66.73333333333333,19.27,11.231794871794872
2024-10-06,22.600512820512822,67.56923076923077,27.21,11.341025641025642
2024-10-07,23.10871794871795,66.50256410256411,29.15,11.277435897435897
2024-10-08,23.418041237113403,66.48453608247422,39.23,12.83917525773196
2024-10-09,23.303589743589743,67.4,29.9,12.98974358974359
2024-10-10,23.361025641025638,66.37948717948719,47.22,13.702051282051283
2024-10-11,22.91128205128205,66.17948717948718,32.54,11.49076923076923
2024-10-12,22.596923076923076,65.97435897435898,23.11,11.94051282051282
2024-10-13,22.395897435897435,66.31282051282051,22.31,12.440000000000001
2024-10-14,22.437435897435897,66.66153846153846,21.35,11.90974358974359
2024-10-15,22.241538461538465,68.46153846153847,16.71,11.922564102564102
2024-10-16,22.16717948717949,67.76923076923077,15.43,11.70102564102564
2024-10-17,21.925128205128203,68.74871794871795,23.93,12.473333333333334
2024-10-18,22.133333333333333,67.12820512820512,18.73,12.22051282051282
2024-10-19,21.99948717948718,66.40512820512821,30.07,12.507692307692308
2024-10-20,22.120512820512822,65.48717948717949,51.19,12.89897435897436
2024-10-21,22.025128205128205,65.62564102564103,17.85,13.243076923076924
2024-10-22,22.13179487179487,65.97435897435898,33.26,12.836923076923076
2024-10-23,21.815384615384616,67.41025641025641,19.34,12.887692307692307
2024-10-24,22.25204678362573,63.801169590643276,9.290000000000001,13.27251461988304
2024-10-25,22.014871794871794,66.0974358974359,29.2,13.062564102564101
2024-10-26,21.755384615384617,66.4,16.97,12.813846153846153
2024-10-27,21.835897435897436,66.92820512820512,13.68,12.182564102564102
2024-10-28,21.717435897435895,66.54871794871795,17.04,12.639487179487178
2024-10-29,21.547179487179488,65.94871794871794,13.9,11.39025641025641
2024-10-30,21.604102564102565,67.11282051282052,7.87,10.662051282051282
2024-10-31,21.584615384615386,67.58461538461539,22.060000000000002,10.862564102564102
2024-11-01,21.841104294478527,63.392638036809814,25.72,12.853987730061348
2024-11-02,21.365641025641025,65.83589743589744,39.39,12.122564102564104
2024-11-03,21.174871794871798,64.60512820512821,18.79,12.130256410256411
2024-11-04,20.73897435897436,64.68205128205128,25.8,11.639487179487178
2024-11-05,20.433333333333334,65.7948717948718,67.25,11.979999999999999
2024-11-06,20.474742268041236,65.69072164948453,20.47,11.521649484536082
2024-11-07,20.144102564102564,66.52820512820513,19.62,12.234358974358974
2024-11-08,20.03076923076923,67.34358974358975,31.64,11.671794871794871
2024-11-09,20.08,66.12307692307692,22.21,11.372820512820512
2024-11-10,19.782564102564102,67.50256410256411,14.530000000000001,10.94153846153846
2024-11-11,19.773846153846154,68.02564102564102,25.26,11.057948717948719
2024-11-12,19.344102564102563,69.16923076923077,23.39,11.374871794871794
2024-11-13,19.142564102564105,71.15897435897436,19.830000000000002,10.928717948717948
2024-11-14,19.236923076923077,71.83076923076923,33.68,11.786153846153846
2024-11-15,19.09897435897436,70.87692307692308,23.07,11.474358974358974
2024-11-16,19.333846153846153,68.61025641025641,30.06,11.986153846153847
2024-11-17,19.144102564102564,67.55384615384615,24.56,12.014871794871794
2024-11-18,19.002051282051283,69.44615384615385,23.28,12.277948717948718
2024-11-19,19.00307692307692,69.8923076923077,36.03,12.00923076923077
2024-11-20,19.281538461538464,69.64615384615385,31.34,13.22051282051282
2024-11-21,18.331282051282052,69.33846153846154,20.54,13.243076923076924
2024-11-22,18.455897435897437,68.04102564102564,35.35,12.963076923076924
2024-11-23,18.193846153846156,66.81538461538462,28.709999999999997,13.181538461538462
2024-11-24,18.366666666666667,67.17435897435898,23.0,13.715384615384615
2024-11-25,18.68717948717949,68.23589743589744,17.3,14.012307692307692
2024-11-26,18.755897435897435,68.81538461538462,24.759999999999998,12.606666666666667
2024-11-27,18.277435897435897,71.23589743589744,23.86,11.869743589743589
2024-11-28,18.77098445595855,67.44041450777202,24.4,12.221761658031088
2024-11-29,18.482233502538072,69.28426395939087,15.78,11.820812182741117
2024-11-30,18.39333333333333,67.04615384615384,20.07,12.33128205128205
2024-12-01,18.395360824742266,65.61855670103093,12.709999999999999,13.302577319587629
2024-12-02,18.418877551020408,66.47448979591837,14.1,12.922448979591838
2024-12-03,18.281443298969073,66.74226804123711,30.0,11.825257731958763
2024-12-04,18.320408163265306,65.90306122448979,20.81,12.553061224489797
2024-12-05,18.206153846153846,66.53333333333333,27.82,13.57897435897436
2024-12-06,18.403076923076924,65.63589743589743,17.759999999999998,13.283589743589744
2024-12-07,18.239487179487178,66.91794871794872,14.77,13.905641025641025
2024-12-08,17.815897435897437,67.53846153846153,30.06,13.991282051282052
2024-12-09,17.704123711340205,66.64432989690722,19.73,12.608762886597937
2024-12-10,17.984020618556702,67.10309278350516,17.759999999999998,12.527835051546392
2024-12-11,17.92994923857868,67.34010152284264,21.46,12.918274111675128
2024-12-12,17.965463917525774,66.04639175257732,15.610000000000001,12.687113402061856
2024-12-13,17.552820512820514,65.68205128205128,14.540000000000001,12.408717948717948
2024-12-14,17.450259067357514,66.51295336787565,22.81,13.435233160621761
2024-12-15,17.516751269035534,67.20812182741116,16.51,14.650761421319796
2024-12-16,18.011282051282052,64.24615384615385,18.81,14.455384615384617
2024-12-17,18.443076923076923,63.87692307692308,17.54,13.084615384615384
2024-12-18,18.094897959183672,64.91326530612245,20.03,13.605612244897959
2024-12-19,17.89076923076923,64.06666666666666,25.47,13.636923076923075
2024-12-20,17.481538461538463,64.07179487179488,22.36,14.471282051282051
2024-12-21,16.937948717948718,64.62564102564103,28.080000000000002,14.115384615384615
2024-12-22,16.888205128205126,63.08205128205128,25.57,14.327692307692308
2024-12-23,17.05721649484536,63.15979381443299,55.629999999999995,13.99278350515464
2024-12-24,17.224999999999998,65.00510204081633,19.66,12.616326530612247
2024-12-25,17.15076923076923,66.49743589743589,30.509999999999998,12.940000000000001
2024-12-26,17.56,63.85128205128205,22.89,12.670256410256409
2024-12-27,17.404102564102566,67.16410256410256,15.700000000000001,12.198461538461537
2024-12-28,17.40360824742268,66.62886597938144,14.34,11.086082474226803
2024-12-29,17.554081632653062,66.78061224489795,13.72,11.39642857142857
2024-12-30,17.65076923076923,66.52820512820513,21.97,11.962564102564102
2024-12-31,17.367179487179488,66.7897435897436,22.57,11.86
2025-01-01,17.488205128205127,67.04615384615384,22.58,13.393333333333333
2025-01-02,17.343076923076925,65.53846153846153,38.160000000000004,13.218461538461538
2025-01-03,16.888205128205126,67.1076923076923,36.63,13.574871794871795
2025-01-04,16.527179487179488,65.88205128205128,19.35,12.364102564102565
2025-01-05,16.781025641025643,67.11794871794872,34.08,12.949230769230768
2025-01-06,17.495876288659794,67.69072164948453,39.9,14.301030927835052
2025-01-07,17.169811320754718,63.83018867924528,18.46,13.038364779874213
2025-01-08,17.76923076923077,67.0,27.69,13.006666666666668
2025-01-09,17.927692307692308,66.12820512820512,21.36,12.855384615384617
2025-01-10,17.52680412371134,67.26288659793815,43.02,12.647938144329895
2025-01-11,17.038265306122447,67.42857142857143,26.6,13.10357142857143
2025-01-12,16.39076923076923,67.87179487179488,27.96,12.246153846153845
2025-01-13,16.84974358974359,64.75897435897436,14.0,12.61076923076923
2025-01-14,16.92435233160622,64.70984455958549,19.59,12.718652849740932
2025-01-15,17.14213197969543,66.65989847715736,16.68,11.701522842639593
2025-01-16,17.17846153846154,67.6974358974359,19.61,12.40051282051282
2025-01-17,17.0374358974359,67.7025641025641,16.42,12.812820512820513
2025-01-18,16.956701030927835,66.85051546391753,15.47,12.811340206185568
2025-01-19,16.756923076923076,68.58974358974359,26.580000000000002,11.93128205128205
2025-01-20,17.04102564102564,68.76923076923077,20.07,11.830769230769231
2025-01-21,17.22,67.7025641025641,13.44,12.364615384615384
2025-01-22,17.178974358974358,70.0923076923077,18.39,12.218974358974359
2025-01-23,17.50307692307692,69.68205128205128,35.54,13.584615384615384
2025-01-24,17.864615384615384,68.1025641025641,19.86,13.498461538461537
2025-01-25,18.163076923076925,67.6923076923077,24.0,12.97025641025641
2025-01-26,18.03948717948718,67.11282051282052,21.39,13.904102564102566
2025-01-27,18.305641025641027,66.49743589743589,32.18,14.307692307692308
2025-01-28,18.192146596858638,66.91099476439791,23.91,14.443979057591624
2025-01-29,18.263636363636362,66.95454545454545,25.2,13.916161616161617
2025-01-30,18.02,67.14358974358974,20.03,13.298461538461538
2025-01-31,18.151282051282053,66.83589743589744,14.81,13.161025641025642
2025-02-01,17.896923076923077,66.03076923076924,21.72,12.854358974358973
2025-02-02,17.59897435897436,65.75384615384615,12.889999999999999,12.824615384615386
2025-02-03,17.62153846153846,64.23076923076923,17.97,13.073333333333334
2025-02-04,17.39897435897436,63.51282051282051,17.84,12.570256410256409
2025-02-05,17.405641025641025,64.0923076923077,15.01,14.126666666666665
2025-02-06,17.254358974358976,64.96410256410256,17.13,14.244615384615384
2025-02-07,16.95897435897436,64.23589743589744,15.24,15.552307692307691
2025-02-08,17.07948717948718,64.46666666666667,16.11,14.056923076923077
2025-02-09,16.93076923076923,66.57948717948717,11.57,12.351282051282052
2025-02-10,16.886666666666667,66.63589743589743,20.89,12.679487179487179
2025-02-11,17.142564102564105,66.7948717948718,22.64,13.105128205128205
2025-02-12,17.09025641025641,67.33846153846154,24.64,13.4
2025-02-13,17.57897435897436,68.35897435897436,33.2,13.456410256410257
2025-02-14,17.325641025641026,69.35384615384615,20.1,13.08051282051282
2025-02-15,17.278350515463917,66.03092783505154,26.89,13.368041237113403
2025-02-16,16.791794871794874,67.44615384615385,20.73,12.250769230769231
2025-02-17,17.16958762886598,67.58762886597938,23.470000000000002,12.930927835051547
2025-02-18,17.17230769230769,65.42564102564103,31.400000000000002,13.044102564102564
2025-02-19,17.19128205128205,65.02564102564102,21.51,13.21128205128205
2025-02-20,17.083076923076923,68.64102564102564,26.95,13.68
2025-02-21,17.634358974358975,65.93333333333334,19.62,14.561538461538461
2025-02-22,17.705128205128204,64.66666666666667,29.12,14.082051282051282
2025-02-23,17.83025641025641,64.27179487179487,23.65,13.512820512820513
2025-02-24,17.608205128205128,65.6974358974359,19.96,13.65948717948718
2025-02-25,17.755670103092783,67.92268041237114,20.89,14.1159793814433
2025-02-26,17.85948717948718,66.34358974358975,27.31,12.923076923076923
2025-02-27,18.18974358974359,66.0974358974359,26.75,12.429743589743591
2025-02-28,18.45179487179487,67.49230769230769,15.67,12.202051282051283
2025-03-01,18.357435897435895,68.32307692307693,20.26,12.524102564102563
2025-03-02,18.396923076923077,67.6923076923077,22.0,13.454358974358973
2025-03-03,18.55128205128205,63.98461538461538,26.7,13.181025641025641
2025-03-04,18.706153846153846,64.12307692307692,17.7,13.465128205128204
2025-03-05,19.599484536082475,63.47422680412371,19.32,13.806701030927835
2025-03-06,20.14,62.743589743589745,16.99,13.767179487179487
2025-03-07,19.95128205128205,62.83589743589744,20.82,12.893846153846155
2025-03-08,20.015979381443298,63.57216494845361,61.7,12.718041237113402
2025-03-09,20.011794871794873,62.758974358974356,26.599999999999998,11.852307692307692
2025-03-10,20.41025641025641,64.48717948717949,25.82,12.062051282051282
2025-03-11,20.267179487179487,67.46666666666667,32.89,12.806666666666668
2025-03-12,20.171282051282052,67.6,28.950000000000003,13.328717948717948
2025-03-13,20.435751295336786,64.77720207253886,24.17,13.512435233160621
2025-03-14,20.284102564102565,64.02564102564102,23.32,13.224615384615385
2025-03-15,20.33794871794872,64.77435897435898,24.06,12.683076923076921
2025-03-16,20.30717948717949,62.733333333333334,23.69,13.084615384615384
2025-03-17,19.981538461538463,61.54871794871795,17.16,13.165128205128203
2025-03-18,19.64769230769231,59.84102564102564,23.46,13.863076923076925
2025-03-19,19.56923076923077,61.13846153846154,27.04,13.916410256410256
2025-03-20,20.054358974358973,61.764102564102565,19.22,13.586666666666668
2025-03-21,20.30666666666667,62.48717948717949,23.62,13.822051282051284
2025-03-22,20.487179487179485,62.292307692307695,18.79,13.963076923076924
2025-03-23,20.54820512820513,63.45128205128205,29.85,14.448717948717949
2025-03-24,20.52923076923077,66.17435897435898,35.29,13.6
2025-03-25,20.61846153846154,66.95897435897436,15.22,12.943076923076923
2025-03-26,20.72,66.71794871794872,30.11,11.824102564102564
2025-03-27,20.824102564102564,65.1948717948718,29.17,12.953333333333333
2025-03-28,20.754871794871793,65.24615384615385,34.03,13.691794871794873
2025-03-29,20.75076923076923,64.34871794871795,28.67,13.463076923076924
2025-03-30,21.08153846153846,62.92307692307692,21.72,14.039487179487178
2025-03-31,21.136923076923075,63.01538461538462,23.54,13.656923076923077
2025-04-01,21.28153846153846,62.38461538461539,29.85,14.766153846153847
2025-04-02,21.32153846153846,62.85128205128205,26.39,13.923076923076923
2025-04-03,21.67128205128205,61.794871794871796,28.53,13.551282051282051
2025-04-04,22.06820512820513,60.00512820512821,29.16,13.9
2025-04-05,20.81897435897436,64.04102564102564,26.46,14.013333333333334
2025-04-06,20.452820512820512,61.66153846153846,37.99,13.975384615384614
2025-04-07,21.023589743589746,59.23076923076923,21.01,13.34051282051282
2025-04-08,21.385128205128208,60.16923076923077,33.81,12.482564102564103
2025-04-09,21.585128205128207,60.748717948717946,26.080000000000002,13.466666666666667
2025-04-10,21.102564102564102,63.1025641025641,23.1,14.355897435897436
2025-04-11,21.083076923076923,62.656410256410254,26.76,14.356410256410257
2025-04-12,21.145641025641023,63.98461538461538,35.02,13.23025641025641
2025-04-13,21.083076923076923,64.81025641025641,22.76,13.797435897435898
2025-04-14,22.204102564102566,63.312820512820515,19.91,13.370769230769232
2025-04-15,21.972820512820512,65.66153846153846,20.3,14.520000000000001
2025-04-16,21.727692307692305,64.77948717948718,26.66,14.136923076923075
2025-04-17,22.252307692307692,63.44615384615385,18.89,14.133846153846154
2025-04-18,22.25333333333333,65.2974358974359,39.42,13.198461538461537
